872,600489,中金黄金
873,600488,天药股份
874,600487,亨通光电
875,600486,扬农化工
876,600485,信威集团
877,600483,福能股份
878,600482,中国动力
879,600481,双良节能
880,600480,凌云股份
881,600479,千金药业
882,600478,科力远
883,600477,杭萧钢构
884,600476,湘邮科技
885,600475,华光股份
886,600470,六国化工
887,600469,风神股份
888,600468,百利电气
889,600467,好当家
890,600466,蓝光发展
891,600463,空港股份
892,600462,九有股份
893,600461,洪城水业
894,600460,士兰微
895,600459,贵研铂业
896,600458,时代新材
897,600456,宝钛股份
898,600455,博通股份
899,600452,涪陵电力
900,600449,宁夏建材
901,600448,华纺股份
902,600446,金证股份
903,600444,国机通用
904,600439,瑞贝卡
905,600438,通威股份
906,600436,片仔癀
907,600435,北方导航
908,600433,冠豪高新
909,600429,三元股份
910,600428,中远海特
911,600426,华鲁恒升
912,600422,昆药集团
913,600421,仰帆控股
914,600420,现代制药
915,600419,天润乳业
916,600418,江淮汽车
917,600416,湘电股份
918,600415,小商品城
919,600410,华胜天成
920,600409,三友化工
921,600408,安泰集团
922,600406,国电南瑞
923,600405,动力源
924,600400,红豆股份
925,600399,抚顺特钢
926,600398,海澜之家
927,600397,安源煤业
928,600396,金山股份
929,600395,盘江股份
930,600393,粤泰股份
931,600392,XD盛和资
932,600391,航发科技
933,600389,江山股份
934,600388,龙净环保
935,600387,海越股份
936,600386,北巴传媒
937,600385,山东金泰
938,600383,金地集团
939,600382,广东明珠
940,600380,健康元
941,600379,宝光股份
942,600378,天科股份
943,600377,宁沪高速
944,600376,首开股份
945,600373,中文传媒
946,600372,中航电子
947,600371,万向德农
948,600370,三房巷
949,600369,西南证券
950,600368,五洲交通
951,600367,红星发展
952,600366,宁波韵升
953,600365,通葡股份
954,600363,联创光电
955,600362,江西铜业
956,600361,华联综超
957,600360,华微电子
958,600359,新农开发
959,600358,国旅联合
960,600356,恒丰纸业
961,600355,精伦电子
962,600354,敦煌种业
963,600353,旭光股份
964,600352,浙江龙盛
965,600351,亚宝药业
966,600350,山东高速
967,600348,阳泉煤业
968,600345,长江通信
969,600343,航天动力
970,600340,华夏幸福
971,600338,西藏珠峰
972,600337,美克家居
973,600336,澳柯玛
974,600335,国机汽车
975,600333,长春燃气
976,600332,白云山
977,600331,宏达股份
978,600330,天通股份
979,600329,中新药业
980,600328,兰太实业
981,600327,大东方
982,600326,西藏天路
983,600325,华发股份
984,600323,瀚蓝环境
985,600322,天房发展
986,600321,国栋建设
987,600320,振华重工
988,600318,新力金融
989,600317,营口港
990,600316,XD洪都航
991,600315,上海家化
992,600313,农发种业
993,600312,平高电气
994,600311,荣华实业
995,600310,桂东电力
996,600309,万华化学
997,600308,华泰股份
998,600307,酒钢宏兴
999,600305,恒顺醋业
1000,600303,曙光股份
1001,600302,标准股份
1002,600300,维维股份
1003,600299,安迪苏
1004,600298,安琪酵母
1005,600297,广汇汽车
1006,600295,鄂尔多斯
1007,600293,三峡新材
1008,600292,远达环保
1009,600291,西水股份
1010,600290,华仪电气
1011,600289,亿阳信通
1012,600288,大恒科技
1013,600287,江苏舜天
1014,600285,羚锐制药
1015,600284,浦东建设
1016,600283,钱江水利
1017,600282,南钢股份
1018,600281,太化股份
1019,600280,中央商场
1020,600279,重庆港九
1021,600278,东方创业
1022,600277,亿利洁能
1023,600276,恒瑞医药
1024,600273,嘉化能源
1025,600272,开开实业
1026,600271,航天信息
1027,600270,外运发展
1028,600269,赣粤高速
1029,600268,国电南自
1030,600267,海正药业
1031,600266,北京城建
1032,600262,北方股份
1033,600261,阳光照明
1034,600260,凯乐科技
1035,600259,广晟有色
1036,600258,首旅酒店
1037,600257,大湖股份
1038,600256,广汇能源
1039,600255,鑫科材料
1040,600252,中恒集团
1041,600251,冠农股份
1042,600250,南纺股份
1043,600249,两面针
1044,600248,延长化建
1045,600246,万通地产
1046,600243,青海华鼎
1047,600242,中昌数据
1048,600241,时代万恒
1049,600240,华业资本
